Date,Description
2014-11-27,PMN IP Backbone
2014-09-23,Delete IP Backbone
2014-04-24,New SGSN and GGSN
2014-03-25,DNS Name
2014-01-17,New PMN IP Backbone
2013-06-20,New PMN IP Backbone
