Date,Description
2022-03-02,Add VLR
2020-02-14,New PGW
2019-10-01,New PGW -C and SPGW
2019-02-06,New SMSC
2017-06-09,"Delete SGSN 50762000922, Delete MSS 50762090006"
2017-05-23,Delete MSC/VLR 50762090006
2016-06-02,Add SGW
2015-11-24,New IN GT
2015-05-29,New MSC MSS02PAN
2014-10-08,Delete HLR 507 62090001
2014-03-21,New HLR
2013-11-19,New SGSN
2013-11-19,New SGSN
2013-11-18,New SGSN
