Date,Description
2020-09-30,New MSISDN Number Range
2020-03-05,New MSISDN Range 617XXXXX
2018-08-23,MSRN ranges update
2015-08-19,New MSRN Number Ranges
2015-06-01,New MSC MSS02PAN
2015-03-30,New ASN
2014-03-21,New MSISDN ranges
