Date,Description
2022-07-18,Old HLR's GT's removed
2022-07-05,New SMSC GT's
2022-07-04,New SMSC GT's
2020-08-25,Added new Cloud HLR's and Cloud MSS's
2019-04-16,New HLR FE
2018-06-20,Correction of IP range
2018-05-24,New SMSC
2018-05-22,New SGSN and GGSN
2018-05-22,New GGSN
2016-08-11,New SMSC GT
