Date,Description
2018-05-11,New MMSC Domain name. (Target to go live in June 2018)
2014-01-21,StarHub introduced 2nd IMSI range and TADIG code (M2M roaming).
2013-03-02,MMSC Domain Name corrected. It should read imms.mnc005.mcc525.gprs.
