Date,Description
2019-01-09,Contact updated.
2017-10-24,Contact Updated
2017-09-01,GPRS IREG contact updated
2016-06-20,Contact updated.
2016-04-08,Escalation contact is updated.
2015-06-26,IREG Contact is updated.
2014-11-03,GPRS Contact is updated.
2014-05-30,GPRS IREG Contact is updated.
2014-01-21,Contact list updated.
2014-01-21,StarHub introduced 2nd IMSI range and TADIG code (M2M roaming).
2014-01-21,GPRS IREG contact is updated.
2013-08-12,Contact list is updated.
