List of PMN local caching DNS server IP addresses and names,Column_2,Column_3,Column_4,Column_5
IP address,IPv6 address,DNS Name,Priority,Network owner
,,TPC-DNS11.mnc019.mcc454.gprs,,
,,"TPC-
DNS11.epc.mnc019.mcc454.3gppnetwork.org",,
,,TPC-DNS12.mnc019.mcc454.gprs,,
,,"TPC-
DNS12.epc.mnc019.mcc454.3gppnetwork.org",,
,,KSG-DNS13.mnc019.mcc454.gprs,,
,,"KSG-
DNS13.epc.mnc019.mcc454.3gppnetwork.org",,
,,KSG-DNS14.mnc019.mcc454.gprs,,
,,"KSG-
DNS14.epc.mnc019.mcc454.3gppnetwork.org",,
