E. 164 Number Ranges due to Number Portability,CC,NDC,SN Range Start,SN Range Stop
,852,737,4,
,852,737,7,
,852,739,0,
,852,739,4,
,852,739,6,
,852,815,0,
,852,818,0,
,852,827,5,
,852,831,0,
,852,832,5,
,852,837,1,
,852,850,0,
