TADIG Code,Section ID,Section Name
HKGM3,6,Domestic SCCP Gateway
HKGM3,9,Test Numbers Information
HKGM3,19,WLAN Information
HKGM3,22,Hosted Networks
HKGM3,23,M2M Roaming Information
HKGM3,27,LPWA Roaming Information Section
