Date,Description
2020-04-16,Updated Element names and removed 14382762012 and 16473842012
2020-02-07,"Addition of new HLR GT's 16473840089, 16473840090, 16473840091 effective March 3rd"
2019-11-25,Corrected Vendor name
2019-07-11,Added new HLR nodes to be active Aug 28 (16473840087 and 16473840088)
