Date,Description
2015-12-10,Correst SMSC Range for AAZOR
2015-08-10,Replace GGSN by PGW Node
2015-08-04,Update SMSC GT address
2015-08-04,Add new HSS Node
2014-06-16,Modify Network elements
2013-06-10,Add new Network Elements Information
