List of LTE QOS profiles,Column_2
Profile name:,internet
QCI Value List: 8,
QOS ARP List: 8,
ARP Preemption Vulnerability List: 1,
ARP Preemption Capability List: 0,
Maximum bit rate uplink: 60000,
Maximum bit rate downlink: 226000,
Profile name:,MMS
QCI Value List: 8,
QOS ARP List: 8,
ARP Preemption Vulnerability List: 1,
ARP Preemption Capability List: 0,
Maximum bit rate uplink: 128,
Maximum bit rate downlink: 128,
