Date,Description
2021-09-10,Add new TADIG JPNKS (440-54)
2021-05-27,Add IP Address Range
2021-04-14,Add IP Address Range
2018-07-25,Add ULIs
2016-02-24,ADD IP addresses
2015-04-23,Add IP adress
2015-02-24,Add GRX provider : Syniverse (22870)
2013-12-03,Add IP ranges
2012-12-28,No changes from previous non-REAX IR.21s.
