TADIG Code,Section ID,Section,Date,Description
ARGTP,21,Contact Information,2017-10-20,contacts
ARGTP,21,Contact Information,2017-10-20,NOC escalation
ARGVO,21,Contact Information,2017-10-20,Contacts
ARGTP,17,IP Roaming/Networking Information,2017-10-19,DELETE DNS 190.224.101.33 and 190.224.101.34
ARGTP,17,IP Roaming/Networking Information,2017-10-19,Remove TIS GRX provider
ARGTP,5,International SCCP Gateway,2017-09-01,NEW CARRIER COMFONE ( DELETE TIS from your NETWORK)
ARGTP,20,LTE Roaming Information,2017-09-01,IPX Provider COMFONE
ARGTP,17,IP Roaming/Networking Information,2017-07-24,TIS GRX Provider will be active Primary until End of July 2017
ARGTP,20,LTE Roaming Information,2017-07-24,"New IPX PROVIDER COMFONE ( TIS willbe active until End of
July 2017)"
ARGTP,13,Network Elements Information,2017-07-21,"Delete SGW and PGW ( GG02MU;
GG02BE;SSRRO;PGWSSRROS;SGWSSRROS;PGWSSRCBA;SG"
ARGTP,17,IP Roaming/Networking Information,2017-07-21,"Put in service DNS1MUN&DNS1CLI&DNS1BEL. the DNS
190.224.101.33&190.224.101.34 will be in service until
20/09/2017"
ARGVO,5,International SCCP Gateway,2017-07-10,"ADD COMFONE like Primary SCCP Carrier & TIS is a backup
until end of july 2017"
ARGVO,17,IP Roaming/Networking Information,2017-07-10,ADD IP range backbone
ARGTP,5,International SCCP Gateway,2017-07-07,Point 2.45.4 &2.46.2 BACKUP ( until End of July 2017)
ARGTP,17,IP Roaming/Networking Information,2017-07-07,"Modification of IP range ( add value
181.96.75.0/26;181.96.75.64/27;181.88.119.0/24)"
ARGTP,17,IP Roaming/Networking Information,2017-07-07,"Modification of IP range ( add value
181.96.75.0/26;181.96.75.64/27;181.88.119.0/24)"
ARGTP,5,International SCCP Gateway,2017-07-05,"COMFONE is our Primary SCCP carrier and TIS is Backup ( until
End of July 2017)"
ARGTP,5,International SCCP Gateway,2017-07-04,"COMFONE is our Primary SCCP carrier and TIS is Backup ( until
End of July 2017)"
ARGTP,5,International SCCP Gateway,2017-06-26,NEW SCCP CARRIER - COMFONE
ARGTP,17,IP Roaming/Networking Information,2017-06-26,ADD NEW IP from 181.96.75.73/29 to 181.88.119.196/29
ARGTP,4,Routing Information,2017-06-14,ADD MSRN
ARGTP,4,Routing Information,2017-06-14,ADD MSRN
ARGTP,4,Routing Information,2017-06-14,ADD MSRN
ARGTP,4,Routing Information,2017-06-14,ADD MSRN
ARGTP,4,Routing Information,2017-06-14,ADD NEW MSRN FROM 5435847390 to the END line
ARGTP,4,Routing Information,2017-06-12,"ADD NEW MSRN 11415567,11533014,
5423144380&&5423144384"
ARGTP,4,Routing Information,2017-04-17,ADD MSRN RANGE
ARGTP,4,Routing Information,2017-04-17,ADD NEW MSRN From 26644720
ARGTP,4,Routing Information,2017-04-17,ADD NEW MSRN RANGE From 5426644720 to 5411708749
ARGTP,4,Routing Information,2017-01-19,Add MSRN from 5423045183 to 543434845
ARGTP,4,Routing Information,2017-01-19,ADD MSRN to line 5411415573
ARGTP,13,Network Elements Information,2016-10-12,New Network Node Huawei
ARGTP,21,Contact Information,2016-10-12,NOC Escalation contact
ARGTP,21,Contact Information,2016-10-12,Contact
ARGTP,21,Contact Information,2016-10-12,NOC Contact
ARGTP,21,Contact Information,2016-10-12,Main Contact
ARGTP,21,Contact Information,2016-10-12,Trobleshooting contact
ARGTP,21,Contact Information,2016-10-12,NOC Contact
ARGTP,21,Contact Information,2016-10-12,Contact NOC
ARGVO,21,Contact Information,2016-10-12,ARGVO Contacts
ARGVO,21,Contact Information,2016-10-12,ARGVO CONTACT
