Date,Description
2020-08-05,Add APN mnc368.mcc722.3gppnetwork.org for M2M ARGVO
2020-04-02,Add APN: Wing.personal.com
2020-04-02,APN
2019-03-20,APN Type
2016-10-03,Delete APN mnc036.mcc722.gprs and Add mnc361.mcc722.gprs
2015-06-17,ADD APN operator identifier by M2M
2011-06-10,No changes
