Date,Description
2019-09-01,Remove some GTs
2019-04-28,New SMSC addition
2018-09-10,"New VLR, MSS added"
2018-09-10,New SCP Added
2018-01-11,Add New GT
"N
2018-01-11","on-binding draft documen
Add New GT"
2017-12-12,New GT of Nokia platform HLR.
2015-08-13,SMSC new GT: 8801700000617 added
2015-04-22,First RAEX Version
