Date,Description
2024-01-19,Added - VMSC1 GT range 994509167707 and VMSC2 GT range 994509177700
2022-04-19,Added New SMSC range
2022-04-18,Added new SGSN / GGSN nodes
2022-03-10,Node MSCSV5 deleted
2021-03-17,"Added new MSC/VLR, SGSN, SMSC"
2020-11-30,Added new SGSN / vSGSN7 node
2020-05-01,MVPN nodes deleted
2019-09-27,Added new SMSSC range
2018-10-09,Network elements updated
2018-04-23,Deleted Network elements
